"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSMUSG00000083974"	36.6847365239826	0.0120523072113501	0.0872186464198512	0.00490717155073316	0.694235638335302
"ENSMUSG00000106490"	27.3331202685227	0.0166508600651568	0.122521053131749	0.00501455977098806	0.704134004857547
"ENSMUSG00000111415"	22.2217614503971	0.0161663051970918	0.118301126784375	0.00505922442815135	0.705105507874749
"ENSMUSG00000061232"	10464.9246899152	-0.0168158343102306	0.127567603634495	0.00509642586474096	0.705105507874749
"ENSMUSG00000085389"	31.8068713483142	0.0150925012813808	0.110390828204941	0.00517093493367364	0.710192056291994
"ENSMUSG00000062116"	808.012329400038	-0.00309917047465671	0.0267957089737179	0.00524208716530179	0.714747189147236
"ENSMUSG00000027173"	100.894153345864	-0.00952319830858122	0.073007741094306	0.00539312933326084	0.730051234062129
"ENSMUSG00000046159"	292.448875356872	0.00597445178334157	0.0494127352190934	0.00554598283644125	0.740093709577862
"ENSMUSG00000036158"	1677.3746503273	-0.00251882121777021	0.021850734941878	0.00551587862091915	0.740093709577862
"ENSMUSG00000103227"	29.6553643986182	0.0152042412718251	0.116746829709354	0.00559646677152518	0.741571258964913
"ENSMUSG00000069305"	1162.73305003598	-0.007023947890078	0.0569747096469085	0.00563642457899117	0.741643111037047
"ENSMUSG00000039146"	669.196857045996	-0.00837911176351592	0.0665149015965253	0.00572309406827774	0.742660261991131
"ENSMUSG00000062488"	574.853295803725	-0.0122924448209196	0.0934360013675793	0.00570513955033732	0.742660261991131
"ENSMUSG00000104515"	19.7810167168007	-0.0136079019807333	0.104348523069707	0.00582550983688136	0.745578307983977
"ENSMUSG00000074682"	372.749904770835	-0.00426575917821845	0.0373486353181121	0.00582472879688249	0.745578307983977
"ENSMUSG00000118815"	57.369928949504	0.0108506213714731	0.084033827045114	0.00586445522861546	0.745578307983977
"ENSMUSG00000006411"	45.5192743001155	-0.012350334554261	0.0954866745648406	0.00597337996009635	0.753004742242364
"ENSMUSG00000103199"	142.655687812181	0.0113091139644071	0.0880887411580261	0.00602767140291614	0.753004742242364
"ENSMUSG00000028459"	137.707947270183	-0.0109574641366847	0.0856296222215773	0.00604292708751047	0.753004742242364
"ENSMUSG00000099569"	42.2031013037238	0.0116347251546192	0.0908658245393702	0.00610267893443198	0.755447413357053
"ENSMUSG00000028919"	1602.28732905863	0.00670567175272914	0.0561057965027725	0.00615575196770985	0.757036791009337
"ENSMUSG00000028364"	4270.71626316428	-0.00657757245243774	0.0554089719310012	0.0062455234748952	0.763089413659922
"ENSMUSG00000082646"	132.544703130692	0.00562347410662855	0.0486546213612792	0.00634131506608548	0.769794737312673
"ENSMUSG00000070427"	743.872523564579	-0.0101177632758105	0.0810788668163055	0.00638335455678497	0.769930765002988
"ENSMUSG00000064356"	137.732569593042	0.0122436884782223	0.0974935775797151	0.00642448901140366	0.76995659387625
"ENSMUSG00000032418"	133455.144097522	0.00234786886270749	0.0214660907601418	0.00649705115455807	0.773724775469397
"ENSMUSG00000100131"	927.812657454935	0.00847154523755436	0.0713043767658627	0.00702795365692387	0.817611443237479
"ENSMUSG00000119838"	42.8771669498362	0.00950575871862772	0.0790215321478079	0.00702047303333472	0.817611443237479
"ENSMUSG00000069265"	98.9617473817704	-0.00666281890570885	0.0578277602456269	0.00700273123388646	0.817611443237479
"ENSMUSG00000113626"	45.4378301077803	0.00852342412860849	0.0717252107633833	0.00703938423705738	0.817611443237479
"ENSMUSG00000039109"	704.902890662073	0.00551869727855572	0.0493894029733931	0.0071063293613102	0.820323271548545
"ENSMUSG00000063952"	4082.34489896585	0.00187396579314254	0.0170368136795294	0.00737346935693878	0.845970728171708
"ENSMUSG00000066861"	177.27811685947	-0.00834305218631495	0.07198616195751	0.00757752519668321	0.858907916269827
"ENSMUSG00000052525"	23.0707142097032	0.0122170646743187	0.107453762262217	0.00755757046813847	0.858907916269827
"ENSMUSG00000026582"	158.77103090719	-0.00773063975962787	0.0678056441564837	0.00777324351951211	0.868236304071234
"ENSMUSG00000001156"	749.329452720033	0.00184575396688199	0.0171094501456445	0.00776228521186487	0.868236304071234
"ENSMUSG00000005836"	4227.91120055139	0.00165314477862215	0.0143850395621174	0.00779825336883708	0.868236304071234
"ENSMUSG00000025498"	2138.56662781964	-0.00812367565921208	0.0718813121594386	0.00814008580996241	0.900963850589722
"ENSMUSG00000028362"	37.2484699005002	-0.0113273944148676	0.10179717337859	0.00819486814304991	0.901723034968579
"ENSMUSG00000051506"	748.715902690883	-0.00305631822843627	0.0304812136213602	0.00827101718150361	0.904810809809139
"ENSMUSG00000062609"	76.5739434921538	0.00563991225505177	0.052571336072124	0.00832367382478673	0.905307784319
"ENSMUSG00000091732"	46.0948343307184	-0.00688528142204436	0.0629123717714835	0.00850941930200184	0.920190997623372
"ENSMUSG00000084218"	33.6763595077403	0.0104195404185779	0.0938888336415375	0.00860508834803746	0.920563831853567
"ENSMUSG00000020905"	63.6959410291844	0.00619985304151385	0.057609063936799	0.00861071611427656	0.920563831853567
"ENSMUSG00000047619"	170.087455766482	0.0078252829657986	0.0713552607267281	0.00884535628654646	0.935023729705945
"ENSMUSG00000055413"	204.339755271553	-0.0108658409500341	0.1024347646884	0.00881685051099785	0.935023729705945
"ENSMUSG00000024013"	130.913573178889	-0.00549522553785059	0.052428346466017	0.00893214848954362	0.936014361612009
"ENSMUSG00000092203"	365.239435083211	0.00280119300115967	0.0287473562641608	0.00895421902052305	0.936014361612009
"ENSMUSG00000069308"	48.9681333316691	-0.00693074652231107	0.0643867025688684	0.00901949841954999	0.937629183769352
"ENSMUSG00000034936"	273.632055677838	0.0036242369218735	0.0366036964665711	0.00908118632093764	0.938854955026168
"ENSMUSG00000108446"	20.3295927569209	0.00938164525316166	0.0861920463583392	0.00918821155218109	0.944728899266882
"ENSMUSG00000069310"	178.287554800908	-0.00702149667175051	0.0660167188071333	0.00942438433280229	0.954333675450961
"ENSMUSG00000114470"	29.5170468645656	-0.0077392283866198	0.0719406526540927	0.00935487575601652	0.954333675450961
"ENSMUSG00000112393"	22.7539068999173	0.0101121771644151	0.0959253351077736	0.00943378314380733	0.954333675450961
"ENSMUSG00000041189"	186.779244016011	-0.00293927311767457	0.0307303392345095	0.00960277154750706	0.966233954213331
"ENSMUSG00000038888"	533.705304567973	-0.00210794914023408	0.0222243903868982	0.00983606866501468	0.984443978728277
"ENSMUSG00000031255"	1512.32122651372	-0.00202941790961563	0.0214090815439509	0.00995581764534739	0.985940341130824
"ENSMUSG00000018678"	365.812596787237	0.00399512730506285	0.0409188283346962	0.00993156408610178	0.985940341130824
"ENSMUSG00000100764"	21.7166913771335	-3.97967682157525e-05	0.00839157719758176	0.867383956735762	0.999937849696813
"ENSMUSG00000100635"	134.238090921241	-0.000363510888843118	0.00818017571178292	0.145882608825021	0.999937849696813
"ENSMUSG00000100480"	68.0892895533172	0.00126119945345344	0.0223641855457245	0.0463757697843248	0.999937849696813
"ENSMUSG00000100025"	89.6530373047668	-0.000114313491569258	0.00960613150217616	0.667840598137925	0.999937849696813
"ENSMUSG00000051285"	7712.91486042028	3.64303475729387e-05	0.00416631011636379	0.904635709615502	0.999937849696813
"ENSMUSG00000103509"	200.973980628871	0.000406610513937098	0.0110784318220373	0.166569309451421	0.999937849696813
"ENSMUSG00000048538"	131.468136184619	7.35355541010164e-05	0.00503846340256117	0.672624172366532	0.999937849696813
"ENSMUSG00000097797"	23.7457545784839	0.000129634945120247	0.01054313577469	0.657131996604795	0.999937849696813
"ENSMUSG00000039748"	60.4051212292496	-3.50928507981686e-05	0.00846556537882236	0.884052013982735	0.999937849696813
"ENSMUSG00000057363"	5087.05227427895	0.000131545176203925	0.00424281742509839	0.618089180640049	0.999937849696813
"ENSMUSG00000047216"	307.683601952316	-0.000579848063251514	0.0114511361404898	0.0797184438800692	0.999937849696813
"ENSMUSG00000100701"	224.501878236946	-3.39798194657601e-05	0.00484266136422686	0.842909600772581	0.999937849696813
"ENSMUSG00000038702"	1535.96981120296	-1.90037555207704e-05	0.00497819243256152	0.910366390600309	0.999937849696813
"ENSMUSG00000033021"	1553.59700611419	-0.000270524704688399	0.00434393595522458	0.337585309293364	0.999937849696813
"ENSMUSG00000078184"	73.0041226186721	0.000179367764164155	0.00765081467638749	0.400132483329895	0.999937849696813
"ENSMUSG00000033007"	198.698072999837	-0.000387511853576468	0.0117136534787009	0.202155737279293	0.999937849696813
"ENSMUSG00000070695"	1897.81427325177	3.07036978445331e-05	0.00563471034756771	0.859221467753297	0.999937849696813
"ENSMUSG00000025909"	36.5802296093428	-4.92843703388575e-06	0.00915109633527292	0.984934824492498	0.999937849696813
"ENSMUSG00000103933"	512.652088416026	0.00021152653851696	0.00562349140890096	0.296726609817743	0.999937849696813
"ENSMUSG00002075967"	26.8345765534072	0.00291770461740756	0.0417256893797403	0.0279989044955652	0.999937849696813
"ENSMUSG00000066693"	20.8625147365667	-0.000459149144385003	0.0161028684386354	0.267465345642782	0.999937849696813
"ENSMUSG00000061024"	2023.84679931504	-0.000120605208065688	0.00471962736982699	0.530728171924383	0.999937849696813
"ENSMUSG00000026374"	7705.65053081747	-3.58841326607709e-05	0.0042157549295009	0.888786293031958	0.999937849696813
"ENSMUSG00000026377"	2985.56274834275	-0.000215021812081204	0.00460173517225707	0.349704205827693	0.999937849696813
"ENSMUSG00000025911"	2098.29589582268	4.49211297799052e-06	0.00483999570845578	0.97891633894276	0.999937849696813
"ENSMUSG00000067879"	39.5756781332828	0.00034212588681467	0.0128044063875464	0.300054615368814	0.999937849696813
"ENSMUSG00000057335"	3605.63127144791	0.000126550484808308	0.00434101855883934	0.584353153236424	0.999937849696813
"ENSMUSG00000104154"	21.8981655340156	0.00014104415056187	0.0116722644481458	0.663761258213273	0.999937849696813
"ENSMUSG00000100551"	127.934132379683	0.000142326520975732	0.00624435309549065	0.451937990881038	0.999937849696813
"ENSMUSG00000025912"	564.169731975952	7.75744831415449e-05	0.00534506524107283	0.655405825228817	0.999937849696813
"ENSMUSG00000045210"	6629.43276039877	2.83887394497221e-05	0.00420903283342358	0.913215667998808	0.999937849696813
"ENSMUSG00000041763"	6928.80240109327	-0.000156590990254688	0.00421418353014086	0.585880358111685	0.999937849696813
"ENSMUSG00000026504"	1041.48370607968	0.000132094877561497	0.00434213633745962	0.570575627568954	0.999937849696813
"ENSMUSG00000026483"	24514.27338381	-5.89909203610111e-07	0.00444989538963384	0.997520120232374	0.999937849696813
"ENSMUSG00000019699"	3917.36580807238	-0.000279930339281409	0.00493392195389447	0.23573154206476	0.999937849696813
"ENSMUSG00000104391"	24.5014164662476	0.000246321547097113	0.0119594887876622	0.43708892897117	0.999937849696813
"ENSMUSG00000103163"	28.4256691303672	0.00105525376794126	0.0258227521926916	0.119921202327879	0.999937849696813
"ENSMUSG00000103646"	51.7449365139129	0.000338506662463525	0.0140868483080305	0.357188757062988	0.999937849696813
"ENSMUSG00000063659"	1142.05151914194	8.15624266620885e-05	0.00417564326727212	0.785192074283893	0.999937849696813
"ENSMUSG00000026049"	165.748175610714	1.64780691846323e-05	0.00476342186095122	0.923661378287917	0.999937849696813
"ENSMUSG00000043019"	30400.8379016719	-0.000210860500084307	0.00460298691883989	0.355852998751515	0.999937849696813
"ENSMUSG00000032666"	4200.75268468391	-0.0001505595969154	0.00540970086423275	0.422396592337728	0.999937849696813
"ENSMUSG00000015961"	6441.49794177994	-0.000171571324994769	0.00434040544016387	0.486763880694219	0.999937849696813
"ENSMUSG00000014980"	982.656805794726	-1.63906141650896e-05	0.00422100536979527	0.94804567614931	0.999937849696813
"ENSMUSG00000026235"	427.157696648956	-6.79003903270908e-05	0.0054662391766013	0.695293424773896	0.999937849696813
"ENSMUSG00000032649"	662.041294454385	6.49018648196966e-05	0.00439257515205861	0.751408137671784	0.999937849696813
"ENSMUSG00000026047"	656.366155916533	0.000120453232541279	0.00453287711638182	0.554223427383998	0.999937849696813
"ENSMUSG00000091476"	390.124704642626	-0.000124800644750414	0.0046021018641464	0.532349342422259	0.999937849696813
"ENSMUSG00000102493"	50.1200593413395	0.000142826961592561	0.00720174655349451	0.482711069682701	0.999937849696813
"ENSMUSG00000041684"	1580.1621081828	0.000135158449510767	0.00462648325633209	0.502371069342681	0.999937849696813
"ENSMUSG00000032908"	175.847763619208	-0.000206998596333481	0.00681677845796782	0.312964521860034	0.999937849696813
"ENSMUSG00000026502"	3579.81808638782	-2.36106047338348e-05	0.0044435060378223	0.901909005007237	0.999937849696813
"ENSMUSG00000104126"	67.1024290374997	-6.33684200516045e-06	0.00531729048542818	0.970097307779627	0.999937849696813
